kias |keas |ktas |ktgs |mph |mphas |mphgs |a|b|c
    -12.42945 |      12.96899 |      13.04581 |       0.01116 |     -14.30355 |      15.01285 |       0.01286 |       0.00000 |      14.90274 |      14.90631 
    -12.43623 |      12.96825 |      13.04507 |       0.01053 |     -14.31136 |      15.01200 |       0.01213 |       0.00000 |      14.90274 |      14.90631 
    -12.44245 |      12.96739 |      13.04421 |       0.00959 |     -14.31851 |      15.01101 |       0.01105 |       0.00000 |      14.90274 |      14.90631 
    -12.44813 |      12.96663 |      13.04344 |       0.00874 |     -14.32505 |      15.01012 |       0.01008 |       0.00000 |      14.90274 |      14.90631 
    -12.45333 |      12.96586 |      13.04267 |       0.00748 |     -14.33104 |      15.00923 |       0.00863 |       0.00000 |      14.90274 |      14.90631 
    -12.45809 |      12.96519 |      13.04199 |       0.00569 |     -14.33652 |      15.00846 |       0.00656 |       0.00000 |      14.90274 |      14.90631 
    -12.46244 |      12.96450 |      13.04130 |       0.00420 |     -14.34152 |      15.00766 |       0.00484 |       0.03137 |      14.90274 |      14.90631 
    -12.46642 |      12.96400 |      13.04080 |       0.00457 |     -14.34610 |      15.00708 |       0.00527 |       0.13188 |      14.90274 |      14.90631 
    -12.47006 |      12.96374 |      13.04053 |       0.00580 |     -14.35029 |      15.00677 |       0.00669 |       0.21569 |      14.90274 |      14.90631 
    -12.47338 |      12.96323 |      13.04002 |       0.00778 |     -14.35412 |      15.00619 |       0.00897 |       0.25882 |      14.90274 |      14.90631 
    -12.47640 |      12.96250 |      13.03929 |       0.01043 |     -14.35758 |      15.00535 |       0.01202 |       0.32157 |      14.90142 |      14.90631 
    -12.47905 |      12.96188 |      13.03866 |       0.01469 |     -14.36064 |      15.00463 |       0.01693 |       0.41176 |      14.90142 |      14.90631 
    -12.48139 |      12.96107 |      13.03785 |       0.02261 |     -14.36333 |      15.00369 |       0.02606 |       0.48235 |      14.90142 |      14.90631 
    -12.48345 |      12.95971 |      13.03648 |       0.03421 |     -14.36570 |      15.00212 |       0.03943 |       0.54902 |      14.90142 |      14.90631 
    -12.48524 |      12.95618 |      13.03293 |       0.04481 |     -14.36775 |      14.99803 |       0.05164 |       0.61176 |      14.90142 |      14.90631 
    -12.48671 |      12.95041 |      13.02713 |       0.05149 |     -14.36945 |      14.99135 |       0.05934 |       0.71227 |      14.90142 |      14.90631 
    -12.48789 |      12.93797 |      13.01461 |       0.05564 |     -14.37080 |      14.97694 |       0.06412 |       0.81277 |      14.90142 |      14.90631 
    -12.48866 |      12.92823 |      13.00481 |       0.06325 |     -14.37169 |      14.96567 |       0.07288 |       0.91327 |      14.90142 |      14.90631 
    -12.48905 |      12.91279 |      12.98929 |       0.07491 |     -14.37214 |      14.94780 |       0.08632 |       1.00000 |      14.90142 |      14.90631 
    -12.48897 |      12.89300 |      12.96938 |       0.08624 |     -14.37206 |      14.92489 |       0.09937 |       1.00000 |      14.90142 |      14.90631 
    -12.48839 |      12.87069 |      12.94693 |       0.10053 |     -14.37138 |      14.89906 |       0.11583 |       1.00000 |      14.90142 |      14.90631 
    -12.48720 |      12.84972 |      12.92584 |       0.11955 |     -14.37001 |      14.87479 |       0.13774 |       1.00000 |      14.90142 |      14.90631 
    -12.48532 |      12.83030 |      12.90630 |       0.13893 |     -14.36785 |      14.85231 |       0.16006 |       1.00000 |      14.90142 |      14.90631 
    -12.48270 |      12.81073 |      12.88662 |       0.15951 |     -14.36483 |      14.82966 |       0.18376 |       1.00000 |      14.90142 |      14.90631 
    -12.47933 |      12.78821 |      12.86396 |       0.18362 |     -14.36095 |      14.80359 |       0.21152 |       1.00000 |      14.90142 |      14.90631 
    -12.47519 |      12.76767 |      12.84331 |       0.20615 |     -14.35619 |      14.77982 |       0.23746 |       1.00000 |      14.90142 |      14.90631 
    -12.47027 |      12.75192 |      12.82746 |       0.22338 |     -14.35054 |      14.76158 |       0.25728 |       1.00000 |      14.90142 |      14.90631 
    -12.46457 |      12.73521 |      12.81065 |       0.24133 |     -14.34397 |      14.74224 |       0.27794 |       1.00000 |      14.90142 |      14.90631 
    -12.45817 |      12.71511 |      12.79043 |       0.26264 |     -14.33660 |      14.71896 |       0.30246 |       1.00000 |      14.90142 |      14.90631 
    -12.45106 |      12.69416 |      12.76936 |       0.28458 |     -14.32843 |      14.69471 |       0.32770 |       1.00000 |      14.90142 |      14.90631 
    -12.44324 |      12.67574 |      12.75083 |       0.30372 |     -14.31943 |      14.67339 |       0.34970 |       1.00000 |      14.89842 |      14.90631 
    -12.43472 |      12.66373 |      12.73875 |       0.31591 |     -14.30962 |      14.65949 |       0.36371 |       1.00000 |      14.89842 |      14.90631 
    -12.42555 |      12.65581 |      12.73078 |       0.32368 |     -14.29907 |      14.65032 |       0.37264 |       1.00000 |      14.89842 |      14.90631 
    -12.41595 |      12.65143 |      12.72638 |       0.32775 |     -14.28802 |      14.64525 |       0.37729 |       1.00000 |      14.89842 |      14.90631 
    -12.40608 |      12.65480 |      12.72977 |       0.32371 |     -14.27666 |      14.64916 |       0.37262 |       1.00000 |      14.89842 |      14.90631 
    -12.39609 |      12.65581 |      12.73078 |       0.32209 |     -14.26517 |      14.65032 |       0.37074 |       1.00000 |      14.89842 |      14.90631 
    -12.38610 |      12.65993 |      12.73493 |       0.31721 |     -14.25367 |      14.65510 |       0.36511 |       1.00000 |      14.89842 |      14.90631 
    -12.37621 |      12.67072 |      12.74579 |       0.30506 |     -14.24229 |      14.66759 |       0.35110 |       1.00000 |      14.89842 |      14.90631 
    -12.36654 |      12.53055 |      12.60478 |       0.44891 |     -14.23116 |      14.50533 |       0.51666 |       1.00000 |      14.89842 |      14.90631 
    -12.35585 |      12.24425 |      12.31679 |       0.73599 |     -14.21885 |      14.17391 |       0.84710 |       1.00000 |      14.89842 |      14.90631 
    -12.34166 |      11.95489 |      12.02572 |       1.02722 |     -14.20253 |      13.83895 |       1.18239 |       1.00000 |      14.89842 |      14.90631 
    -12.32207 |      11.66787 |      11.73699 |       1.32017 |     -14.17998 |      13.50669 |       1.51981 |       1.00000 |      14.89842 |      14.90631 
    -12.29541 |      11.37627 |      11.44367 |       1.61866 |     -14.14931 |      13.16914 |       1.86378 |       1.00000 |      14.89842 |      14.90631 
    -12.21607 |      10.79788 |      10.86185 |       2.21245 |     -14.05800 |      12.49960 |       2.54803 |       1.00000 |      14.89842 |      14.90631 
    -12.09687 |      10.21533 |      10.27585 |       2.81168 |     -13.92083 |      11.82524 |       3.23776 |       1.00000 |      14.89842 |      14.90631 
    -11.93478 |       9.63938 |       9.69649 |       3.40977 |     -13.73430 |      11.15852 |       3.92585 |       1.00000 |      14.89842 |      14.90631 
    -11.72922 |       9.17257 |       9.22692 |       3.94284 |     -13.49774 |      10.61815 |       4.53908 |       1.00000 |      14.89501 |      14.90631 
    -11.48266 |       8.62889 |       8.68002 |       4.52588 |     -13.21401 |       9.98879 |       5.21075 |       1.00000 |      14.89501 |      14.90631 
    -11.19726 |       8.13911 |       8.18734 |       5.10144 |     -12.88558 |       9.42182 |       5.87334 |       1.00000 |      14.89501 |      14.90631 
    -10.87594 |       7.65785 |       7.70323 |       5.68123 |     -12.51580 |       8.86472 |       6.54070 |       0.90588 |      14.89501 |      14.90631 
    -10.52182 |       7.17500 |       7.21752 |       6.24911 |     -12.10829 |       8.30577 |       7.19435 |       0.86275 |      14.89501 |      14.90631 
    -10.13835 |       6.72290 |       6.76275 |       6.78633 |     -11.66701 |       7.78243 |       7.81277 |       0.78431 |      14.89501 |      14.90631 
     -9.72956 |       6.31859 |       6.35604 |       7.28370 |     -11.19657 |       7.31441 |       8.38534 |       0.76471 |      14.89501 |      14.90631 
     -9.30095 |       5.95039 |       5.98566 |       7.76388 |     -10.70334 |       6.88817 |       8.93810 |       0.74510 |      14.89501 |      14.90631 
     -8.85687 |       5.62758 |       5.66094 |       8.21946 |     -10.19230 |       6.51450 |       9.46256 |       0.70980 |      14.89501 |      14.90631 
     -8.40106 |       5.34207 |       5.37374 |       8.65693 |      -9.66777 |       6.18399 |       9.96620 |       0.65882 |      14.89501 |      14.90631 
     -7.93746 |       5.10285 |       5.13311 |       9.06848 |      -9.13427 |       5.90708 |      10.44016 |       0.63137 |      14.89309 |      14.90631 
     -7.46987 |       4.91049 |       4.93961 |       9.45320 |      -8.59618 |       5.68441 |      10.88327 |       0.63137 |      14.89309 |      14.90631 
     -7.00213 |       4.75950 |       4.78773 |       9.82032 |      -8.05791 |       5.50962 |      11.30604 |       0.63137 |      14.89309 |      14.90631 
     -6.53703 |       4.65164 |       4.67923 |      10.17309 |      -7.52269 |       5.38477 |      11.71191 |       0.63137 |      14.89309 |      14.90631 
     -6.07634 |       4.53125 |       4.55813 |      10.50881 |      -6.99253 |       5.24540 |      12.09834 |       0.63137 |      14.89309 |      14.90631 
     -5.62168 |       4.39701 |       4.42309 |      10.80996 |      -6.46931 |       5.09001 |      12.44513 |       0.63137 |      14.89309 |      14.90631 
     -5.17571 |       4.28362 |       4.30903 |      11.07167 |      -5.95610 |       4.95875 |      12.74650 |       0.63137 |      14.89309 |      14.90631 
     -4.74137 |       4.17786 |       4.20266 |      11.30446 |      -5.45627 |       4.83633 |      13.01468 |       0.63137 |      14.89309 |      14.90631 
     -4.32292 |       4.05113 |       4.07517 |      11.48081 |      -4.97473 |       4.68962 |      13.21785 |       0.63137 |      14.89309 |      14.90631 
     -3.92420 |       3.84945 |       3.87230 |      11.70622 |      -4.51589 |       4.45616 |      13.47728 |       0.63137 |      14.89309 |      14.90631 
     -3.54604 |       3.70161 |       3.72359 |      11.98470 |      -4.08071 |       4.28503 |      13.79744 |       0.63137 |      14.89121 |      14.90631 
     -3.18654 |       3.61379 |       3.63525 |      12.28831 |      -3.66700 |       4.18337 |      14.14670 |       0.63137 |      14.89121 |      14.90631 
     -2.83882 |       3.54040 |       3.56142 |      12.59102 |      -3.26686 |       4.09841 |      14.49512 |       0.63137 |      14.89121 |      14.90631 
     -2.51004 |       3.46419 |       3.48477 |      12.89160 |      -2.88851 |       4.01020 |      14.84117 |       0.63137 |      14.89121 |      14.90631 
     -2.20148 |       3.48695 |       3.50766 |      13.16473 |      -2.53342 |       4.03655 |      15.15574 |       0.63137 |      14.89121 |      14.90631 
     -1.90241 |       3.55187 |       3.57297 |      13.42281 |      -2.18926 |       4.11171 |      15.45271 |       0.63137 |      14.89121 |      14.90631 
     -1.60897 |       3.60286 |       3.62427 |      13.71116 |      -1.85157 |       4.17073 |      15.78417 |       0.63137 |      14.89121 |      14.90631 
     -1.31907 |       3.67662 |       3.69847 |      14.00857 |      -1.51795 |       4.25613 |      16.12624 |       0.63137 |      14.89121 |      14.90631 
     -1.03082 |       3.84892 |       3.87180 |      14.30414 |      -1.18625 |       4.45559 |      16.46639 |       0.63137 |      14.89121 |      14.90631 
     -0.74209 |       4.08313 |       4.10740 |      14.59605 |      -0.85398 |       4.72672 |      16.80247 |       0.63137 |      14.89121 |      14.90631 
     -0.45102 |       4.36560 |       4.39156 |      14.88720 |      -0.51902 |       5.05372 |      17.13772 |       0.63137 |      14.88933 |      14.90631 
     -0.15691 |       4.67594 |       4.70375 |      15.17579 |      -0.18057 |       5.41298 |      17.47022 |       0.63137 |      14.88933 |      14.90631 
      0.13971 |       4.99988 |       5.02963 |      15.46154 |       0.16078 |       5.78799 |      17.79931 |       0.63137 |      14.88933 |      14.90631 
      0.43938 |       5.33648 |       5.36823 |      15.74472 |       0.50563 |       6.17765 |      18.12546 |       0.63137 |      14.88933 |      14.90631 
      0.74299 |       5.66019 |       5.69387 |      16.02380 |       0.85502 |       6.55239 |      18.44689 |       0.63137 |      14.88933 |      14.90631 
      1.05030 |       5.89699 |       5.93209 |      16.28085 |       1.20866 |       6.82653 |      18.74293 |       0.63137 |      14.88933 |      14.90631 
      1.36059 |       6.21716 |       6.25417 |      16.54737 |       1.56574 |       7.19717 |      19.05012 |       0.63137 |      14.88933 |      14.90631 
      1.67302 |       6.56553 |       6.60462 |      16.82139 |       1.92527 |       7.60046 |      19.36593 |       0.63137 |      14.88933 |      14.90631 
      1.98746 |       6.84519 |       6.88596 |      17.08659 |       2.28713 |       7.92422 |      19.67179 |       0.63137 |      14.88933 |      14.90631 
      2.30311 |       7.02917 |       7.07105 |      17.32105 |       2.65037 |       8.13721 |      19.94221 |       0.63137 |      14.88933 |      14.90631 
      2.61692 |       7.17844 |       7.22121 |      17.53456 |       3.01150 |       8.31002 |      20.18828 |       0.63137 |      14.88839 |      14.90536 
      2.92619 |       7.40955 |       7.45370 |      17.78149 |       3.36740 |       8.57757 |      20.47271 |       0.63137 |      14.88839 |      14.90536 
      3.07879 |       7.50108 |       7.54578 |      17.90726 |       3.54301 |       8.68353 |      20.61726 |       0.63137 |      14.88839 |      14.90536 
      3.37879 |       7.62871 |       7.67419 |      18.11542 |       3.88824 |       8.83130 |      20.85571 |       0.63137 |      14.88839 |      14.90536 
      3.67044 |       7.83757 |       7.88431 |      18.38492 |       4.22386 |       9.07310 |      21.16571 |       0.63137 |      14.88839 |      14.90536 
      3.95433 |       8.05527 |       8.10331 |      18.67321 |       4.55056 |       9.32513 |      21.49498 |       0.63137 |      14.88839 |      14.90536 
      4.23178 |       8.26029 |       8.30956 |      18.95566 |       4.86985 |       9.56247 |      21.81991 |       0.63137 |      14.88839 |      14.90536 
      4.50423 |       8.46130 |       8.51178 |      19.23942 |       5.18338 |       9.79518 |      22.14665 |       0.63137 |      14.88839 |      14.90536 
      4.77302 |       8.66916 |       8.72089 |      19.52287 |       5.49269 |      10.03582 |      22.47301 |       0.63137 |      14.88839 |      14.90536 
      5.04002 |       8.88977 |       8.94283 |      19.80204 |       5.79995 |      10.29123 |      22.79492 |       0.63137 |      14.88839 |      14.90536 
      5.30653 |       9.13442 |       9.18895 |      20.08402 |       6.10664 |      10.57445 |      23.12002 |       0.63137 |      14.88839 |      14.90536 
      5.57360 |       9.39738 |       9.45350 |      20.36343 |       6.41398 |      10.87889 |      23.44188 |       0.63137 |      14.88839 |      14.90349 
      5.84220 |       9.67968 |       9.73749 |      20.64012 |       6.72308 |      11.20571 |      23.76029 |       0.63137 |      14.88839 |      14.90349 
      6.11351 |       9.98580 |      10.04546 |      20.91589 |       7.03530 |      11.56011 |      24.07776 |       0.63137 |      14.88839 |      14.90349 
      6.38816 |      10.30613 |      10.36771 |      21.18884 |       7.35136 |      11.93095 |      24.39186 |       0.63137 |      14.88839 |      14.90349 
      6.66678 |      10.60928 |      10.67268 |      21.45794 |       7.67199 |      12.28191 |      24.70181 |       0.63137 |      14.88839 |      14.90349 
      6.94968 |      10.84323 |      10.90805 |      21.69919 |       7.99755 |      12.55276 |      24.97993 |       0.63137 |      14.88839 |      14.90349 
      7.23532 |      11.04192 |      11.10794 |      21.91569 |       8.32626 |      12.78279 |      25.22914 |       0.63137 |      14.88839 |      14.90349 
      7.52113 |      11.26266 |      11.33002 |      22.14182 |       8.65516 |      13.03836 |      25.48902 |       0.63137 |      14.88839 |      14.90349 
      7.80502 |      11.46706 |      11.53567 |      22.37019 |       8.98186 |      13.27501 |      25.75138 |       0.63137 |      14.88839 |      14.90349 
      8.08512 |      11.64010 |      11.70975 |      22.59608 |       9.30419 |      13.47534 |      26.01082 |       0.63137 |      14.88839 |      14.90349 
      8.35950 |      11.77708 |      11.84757 |      22.82084 |       9.61994 |      13.63394 |      26.26910 |       0.63137 |      14.88839 |      14.90161 
      8.62598 |      11.88779 |      11.95895 |      23.04751 |       9.92660 |      13.76212 |      26.52990 |       0.63137 |      14.88839 |      14.90161 
      8.88311 |      12.05406 |      12.12624 |      23.31024 |      10.22250 |      13.95463 |      26.83257 |       0.79216 |      14.88839 |      14.90161 
      9.13123 |      12.25726 |      12.33067 |      23.60846 |      10.50804 |      14.18989 |      27.17581 |       0.90588 |      14.88839 |      14.90161 
      9.37213 |      12.47474 |      12.54947 |      23.94129 |      10.78526 |      14.44167 |      27.55842 |       0.97255 |      14.88839 |      14.90161 
      9.60865 |      12.72418 |      12.80043 |      24.30977 |      11.05743 |      14.73047 |      27.98252 |       0.99608 |      14.88839 |      14.90161 
      9.84459 |      13.00256 |      13.08049 |      24.71338 |      11.32895 |      15.05276 |      28.44741 |       1.00000 |      14.88839 |      14.90161 
     10.08418 |      13.32141 |      13.40127 |      25.15038 |      11.60467 |      15.42191 |      28.95049 |       1.00000 |      14.88839 |      14.90161 
     10.33189 |      13.67884 |      13.76086 |      25.60851 |      11.88972 |      15.83572 |      29.47797 |       1.00000 |      14.88839 |      14.90161 
     10.59134 |      14.07529 |      14.15971 |      26.08625 |      12.18830 |      16.29470 |      30.02774 |       1.00000 |      14.88839 |      14.90161 
     10.86562 |      14.50023 |      14.58722 |      26.57193 |      12.50394 |      16.78668 |      30.58619 |       1.00000 |      14.88839 |      14.89829 
     11.15693 |      14.95555 |      15.04530 |      27.06476 |      12.83916 |      17.31383 |      31.15337 |       1.00000 |      14.88839 |      14.89829 
     11.46670 |      15.43185 |      15.52448 |      27.55895 |      13.19565 |      17.86525 |      31.72230 |       1.00000 |      14.88839 |      14.89829 
     11.79573 |      15.92832 |      16.02395 |      28.05313 |      13.57429 |      18.44004 |      32.29136 |       1.00000 |      14.88839 |      14.89829 
     12.14420 |      16.44462 |      16.54338 |      28.54662 |      13.97530 |      19.03779 |      32.85963 |       1.00000 |      14.88839 |      14.89829 
     12.51201 |      16.97558 |      17.07756 |      29.03511 |      14.39857 |      19.65251 |      33.42206 |       1.00000 |      14.88839 |      14.89829 
     12.89864 |      17.51680 |      17.62206 |      29.51631 |      14.84349 |      20.27910 |      33.97614 |       1.00000 |      14.88839 |      14.89829 
     13.30319 |      18.06398 |      18.17255 |      29.99166 |      15.30904 |      20.91260 |      34.52362 |       1.00000 |      14.88839 |      14.89829 
     13.72465 |      18.61388 |      18.72580 |      30.46151 |      15.79405 |      21.54927 |      35.06534 |       1.00000 |      14.88839 |      14.89829 
     14.16186 |      19.15882 |      19.27405 |      30.92198 |      16.29718 |      22.18019 |      35.59625 |       1.00000 |      14.88839 |      14.89829 
     14.61320 |      19.68412 |      19.80255 |      31.36621 |      16.81657 |      22.78836 |      36.10826 |       1.00000 |      14.88839 |      14.89491 
     15.07649 |      20.20638 |      20.32799 |      31.80631 |      17.34971 |      23.39304 |      36.61505 |       1.00000 |      14.88839 |      14.89491 
