kias |keas |ktas |ktgs |mph |mphas |mphgs |a|b|c|
    -10.48134 |      12.56180 |      12.63637 |       0.42987 |     -12.06171 |      14.54168 |       0.50528 |       0.00000 |     499.94434 |     500.00000 | 
    -10.58037 |      12.54025 |      12.61470 |       0.45141 |     -12.17567 |      14.51674 |       0.52998 |       0.00000 |     499.94434 |     500.00000 | 
    -10.67791 |      12.51506 |      12.58936 |       0.47716 |     -12.28792 |      14.48758 |       0.55950 |       0.00000 |     499.94434 |     500.00000 | 
    -10.76049 |      12.49005 |      12.56420 |       0.50339 |     -12.38295 |      14.45862 |       0.58955 |       0.00000 |     499.94434 |     500.00000 | 
    -10.84013 |      12.46218 |      12.53616 |       0.53320 |     -12.47460 |      14.42636 |       0.62366 |       0.00000 |     499.94434 |     500.00000 | 
    -10.91119 |      12.43338 |      12.50719 |       0.56445 |     -12.55637 |      14.39302 |       0.65939 |       0.00000 |     499.94434 |     500.00000 | 
    -10.97726 |      12.40243 |      12.47606 |       0.59829 |     -12.63241 |      14.35719 |       0.69802 |       0.00000 |     499.94434 |     500.00000 | 
    -11.03815 |      12.36949 |      12.44291 |       0.63469 |     -12.70247 |      14.31905 |       0.73951 |       0.00000 |     499.94434 |     500.00000 | 
    -11.09282 |      12.33519 |      12.40842 |       0.67290 |     -12.76539 |      14.27935 |       0.78303 |       0.00000 |     499.94434 |     500.00000 | 
    -11.14446 |      12.29755 |      12.37055 |       0.71516 |     -12.82482 |      14.23577 |       0.83110 |       0.00000 |     499.94434 |     500.00000 | 
    -11.19489 |      12.25438 |      12.32713 |       0.76396 |     -12.88284 |      14.18581 |       0.88656 |       0.00000 |     499.94434 |     499.93945 | 
    -11.23713 |      12.21152 |      12.28401 |       0.81273 |     -12.93146 |      14.13619 |       0.94194 |       0.00000 |     499.94434 |     499.93945 | 
    -11.27608 |      12.16480 |      12.23700 |       0.86635 |     -12.97628 |      14.08209 |       1.00279 |       0.00000 |     499.94434 |     499.93945 | 
    -11.31027 |      12.11584 |      12.18775 |       0.92289 |     -13.01562 |      14.02542 |       1.06695 |       0.00000 |     499.94434 |     499.93945 | 
    -11.33986 |      12.06501 |      12.13662 |       0.98207 |     -13.04968 |      13.96658 |       1.13411 |       0.00000 |     499.94434 |     499.93945 | 
    -11.36726 |      12.00782 |      12.07909 |       1.04908 |     -13.08121 |      13.90036 |       1.21019 |       0.00000 |     499.94434 |     499.93945 | 
    -11.39023 |      11.94803 |      12.01894 |       1.11970 |     -13.10765 |      13.83115 |       1.29048 |       0.00000 |     499.94434 |     499.93945 | 
    -11.40919 |      11.88507 |      11.95561 |       1.19488 |     -13.12946 |      13.75827 |       1.37611 |       0.00000 |     499.94434 |     499.93945 | 
    -11.42373 |      11.82123 |      11.89138 |       1.27223 |     -13.14620 |      13.68435 |       1.46445 |       0.00000 |     499.94434 |     499.93945 | 
    -11.43465 |      11.75354 |      11.82328 |       1.35542 |     -13.15876 |      13.60599 |       1.55982 |       0.00000 |     499.94434 |     499.93945 | 
    -11.44177 |      11.68090 |      11.75021 |       1.44616 |     -13.16695 |      13.52190 |       1.66436 |       0.00000 |     499.94434 |     499.93945 | 
    -11.44466 |      11.60268 |      11.67151 |       1.45311 |     -13.17029 |      13.43134 |       1.67302 |       0.00000 |     499.94434 |     499.93945 | 
    -11.44369 |      11.81126 |      11.88134 |       1.46624 |     -13.16916 |      13.67280 |       1.68859 |       0.00000 |     499.94434 |     499.93945 | 
    -11.44084 |      11.86307 |      11.93347 |       1.37843 |     -13.16588 |      13.73279 |       1.58730 |       0.00000 |     499.94434 |     499.93945 | 
    -11.43735 |      11.98817 |      12.05932 |       1.02775 |     -13.16187 |      13.87762 |       1.18335 |       0.00000 |     499.94434 |     499.93945 | 
    -11.43425 |      12.30160 |      12.37460 |       0.76408 |     -13.15830 |      14.24044 |       0.87977 |       0.00000 |     499.94434 |     499.93945 | 
    -11.43387 |      12.56359 |      12.63815 |       0.56168 |     -13.15787 |      14.54372 |       0.64678 |       0.00000 |     499.94434 |     499.93945 | 
    -11.43762 |      12.71302 |      12.78845 |       0.26254 |     -13.16218 |      14.71669 |       0.30230 |       0.00000 |     499.94434 |     499.93945 | 
    -11.44615 |      12.90823 |      12.98482 |       0.07776 |     -13.17200 |      14.94267 |       0.08952 |       0.00000 |     499.94434 |     499.93945 | 
    -11.46009 |      13.08924 |      13.16691 |       0.25189 |     -13.18803 |      15.15221 |       0.28998 |       0.00000 |     499.94434 |     499.93945 | 
    -11.47980 |      13.19607 |      13.27437 |       0.38232 |     -13.21072 |      15.27588 |       0.44010 |       0.00000 |     499.94434 |     499.93945 | 
    -11.50540 |      13.23944 |      13.31799 |       0.31575 |     -13.24018 |      15.32607 |       0.36345 |       0.00000 |     499.94434 |     499.93945 | 
    -11.53724 |      13.26278 |      13.34147 |       0.30315 |     -13.27682 |      15.35309 |       0.34894 |       0.00000 |     499.94434 |     499.93945 | 
    -11.57204 |      13.23959 |      13.31814 |       0.27968 |     -13.31687 |      15.32624 |       0.32192 |       0.00000 |     499.88037 |     499.93945 | 
    -11.60893 |      13.16300 |      13.24110 |       0.19690 |     -13.35932 |      15.23758 |       0.22664 |       0.00000 |     499.88037 |     499.93945 | 
    -11.64843 |      13.08753 |      13.16518 |       0.12374 |     -13.40477 |      15.15022 |       0.14243 |       0.00000 |     499.88037 |     499.93945 | 
    -11.68823 |      13.03555 |      13.11289 |       0.08265 |     -13.45058 |      15.09004 |       0.09514 |       0.00000 |     499.88037 |     499.93945 | 
    -11.72653 |      12.99437 |      13.07147 |       0.04270 |     -13.49465 |      15.04237 |       0.04915 |       0.00000 |     499.88037 |     499.93945 | 
    -11.76300 |      12.96540 |      13.04232 |       0.03137 |     -13.53662 |      15.00884 |       0.03611 |       0.00000 |     499.88037 |     499.93945 | 
    -11.79869 |      12.95083 |      13.02767 |       0.03153 |     -13.57769 |      14.99198 |       0.03630 |       0.00000 |     499.88037 |     499.93945 | 
    -11.83394 |      12.95000 |      13.02684 |       0.02586 |     -13.61826 |      14.99102 |       0.02977 |       0.00000 |     499.88037 |     499.93945 | 
    -11.86655 |      12.95548 |      13.03234 |       0.02351 |     -13.65578 |      14.99736 |       0.02706 |       0.00000 |     499.88037 |     499.93945 | 
    -11.89823 |      12.96333 |      13.04024 |       0.02256 |     -13.69224 |      15.00644 |       0.02597 |       0.00000 |     499.88037 |     499.93945 | 
    -11.92781 |      12.97114 |      13.04810 |       0.02154 |     -13.72628 |      15.01548 |       0.02480 |       0.00000 |     499.88037 |     499.93945 | 
    -11.95672 |      12.97727 |      13.05426 |       0.02086 |     -13.75955 |      15.02258 |       0.02401 |       0.00000 |     499.88037 |     499.93945 | 
    -11.98443 |      12.97982 |      13.05683 |       0.01893 |     -13.79143 |      15.02554 |       0.02179 |       0.00000 |     499.88037 |     499.93945 | 
    -12.01146 |      12.97908 |      13.05609 |       0.01391 |     -13.82254 |      15.02468 |       0.01602 |       0.00000 |     499.88037 |     499.93945 | 
    -12.03780 |      12.97686 |      13.05385 |       0.00807 |     -13.85285 |      15.02210 |       0.00928 |       0.00000 |     499.88037 |     499.93945 | 
    -12.06177 |      12.97432 |      13.05130 |       0.00431 |     -13.88044 |      15.01917 |       0.00496 |       0.00000 |     499.88037 |     499.93945 | 
    -12.08453 |      12.97149 |      13.04845 |       0.00292 |     -13.90663 |      15.01589 |       0.00336 |       0.00000 |     499.88037 |     499.93945 | 
    -12.10637 |      12.96929 |      13.04624 |       0.00420 |     -13.93176 |      15.01334 |       0.00483 |       0.00000 |     499.88037 |     499.93945 | 
    -12.12642 |      12.96814 |      13.04508 |       0.00457 |     -13.95484 |      15.01201 |       0.00526 |       0.00000 |     499.88037 |     499.93945 | 
    -12.14570 |      12.96778 |      13.04472 |       0.00409 |     -13.97703 |      15.01160 |       0.00471 |       0.00000 |     499.88037 |     499.93945 | 
    -12.16351 |      12.96806 |      13.04500 |       0.00319 |     -13.99751 |      15.01192 |       0.00368 |       0.00000 |     499.88037 |     499.93945 | 
    -12.18057 |      12.96868 |      13.04563 |       0.00206 |     -14.01715 |      15.01264 |       0.00237 |       0.00000 |     499.88037 |     499.93945 | 
    -12.19642 |      12.96936 |      13.04630 |       0.00111 |     -14.03539 |      15.01342 |       0.00128 |       0.00000 |     499.88037 |     499.93945 | 
    -12.21155 |      12.97005 |      13.04700 |       0.00068 |     -14.05280 |      15.01423 |       0.00078 |       0.00000 |     499.81479 |     499.93945 | 
    -12.22590 |      12.97056 |      13.04752 |       0.00130 |     -14.06932 |      15.01482 |       0.00149 |       0.00000 |     499.81479 |     499.93945 | 
    -12.23922 |      12.97061 |      13.04757 |       0.00130 |     -14.08464 |      15.01488 |       0.00150 |       0.00000 |     499.81479 |     499.93945 | 
    -12.25187 |      12.97053 |      13.04749 |       0.00106 |     -14.09920 |      15.01478 |       0.00122 |       0.00000 |     499.81479 |     499.93945 | 
    -12.26366 |      12.97044 |      13.04740 |       0.00088 |     -14.11277 |      15.01468 |       0.00101 |       0.00000 |     499.81479 |     499.93945 | 
    -12.27471 |      12.97019 |      13.04714 |       0.00063 |     -14.12549 |      15.01439 |       0.00073 |       0.00000 |     499.81479 |     499.93945 | 
    -12.28487 |      12.96995 |      13.04690 |       0.00052 |     -14.13718 |      15.01411 |       0.00059 |       0.00000 |     499.81479 |     499.93945 | 
    -12.29467 |      12.97009 |      13.04705 |       0.00069 |     -14.14845 |      15.01427 |       0.00079 |       0.00000 |     499.81479 |     499.93945 | 
    -12.30370 |      12.97027 |      13.04722 |       0.00032 |     -14.15884 |      15.01448 |       0.00036 |       0.00000 |     499.81479 |     499.93945 | 
    -12.31201 |      12.97017 |      13.04713 |       0.00041 |     -14.16841 |      15.01437 |       0.00047 |       0.00000 |     499.81479 |     499.93945 | 
    -12.31977 |      12.97014 |      13.04709 |       0.00040 |     -14.17734 |      15.01433 |       0.00047 |       0.00000 |     499.81479 |     499.93945 | 
    -12.32731 |      12.97017 |      13.04713 |       0.00032 |     -14.18602 |      15.01437 |       0.00037 |       0.00000 |     499.81479 |     499.93945 | 
    -12.33439 |      12.97016 |      13.04711 |       0.00029 |     -14.19416 |      15.01435 |       0.00033 |       0.00000 |     499.81479 |     499.93945 | 
    -12.34091 |      12.97016 |      13.04712 |       0.00026 |     -14.20166 |      15.01435 |       0.00030 |       0.00000 |     499.81479 |     499.93945 | 
    -12.34708 |      12.97020 |      13.04716 |       0.00022 |     -14.20876 |      15.01440 |       0.00025 |       0.00000 |     499.81479 |     499.93945 | 
    -12.35299 |      12.97023 |      13.04718 |       0.00019 |     -14.21556 |      15.01443 |       0.00022 |       0.00000 |     499.81479 |     499.93945 | 
    -12.35841 |      12.97019 |      13.04715 |       0.00024 |     -14.22180 |      15.01439 |       0.00027 |       0.00000 |     499.81479 |     499.93945 | 
    -12.36345 |      12.97014 |      13.04709 |       0.00033 |     -14.22761 |      15.01433 |       0.00038 |       0.00000 |     499.81479 |     499.93945 | 
    -12.36793 |      12.97014 |      13.04709 |       0.00033 |     -14.23276 |      15.01432 |       0.00037 |       0.00000 |     499.81479 |     499.93945 | 
    -12.37196 |      12.97017 |      13.04712 |       0.00027 |     -14.23740 |      15.01436 |       0.00031 |       0.00000 |     499.81479 |     499.93945 | 
    -12.37592 |      12.97022 |      13.04717 |       0.00021 |     -14.24195 |      15.01442 |       0.00024 |       0.00000 |     499.81479 |     499.93945 | 
    -12.37952 |      12.97028 |      13.04723 |       0.00015 |     -14.24610 |      15.01449 |       0.00017 |       0.00000 |     499.81479 |     499.93945 | 
    -12.38282 |      12.97032 |      13.04727 |       0.00012 |     -14.24990 |      15.01453 |       0.00013 |       0.00000 |     499.81479 |     499.87323 | 
    -12.38588 |      12.97034 |      13.04729 |       0.00015 |     -14.25341 |      15.01456 |       0.00018 |       0.00000 |     499.81479 |     499.87323 | 
    -12.38877 |      12.97034 |      13.04730 |       0.00018 |     -14.25674 |      15.01456 |       0.00020 |       0.00000 |     499.81479 |     499.87323 | 
    -12.39158 |      12.97031 |      13.04726 |       0.00021 |     -14.25997 |      15.01452 |       0.00025 |       0.00000 |     499.81479 |     499.87323 | 
    -12.39423 |      12.97026 |      13.04722 |       0.00022 |     -14.26302 |      15.01447 |       0.00026 |       0.00000 |     499.81479 |     499.87323 | 
    -12.39665 |      12.97024 |      13.04720 |       0.00024 |     -14.26581 |      15.01445 |       0.00028 |       0.00000 |     499.81479 |     499.87323 | 
    -12.39890 |      12.97024 |      13.04719 |       0.00021 |     -14.26840 |      15.01444 |       0.00024 |       0.00000 |     499.81479 |     499.87323 | 
    -12.40104 |      12.97027 |      13.04723 |       0.00016 |     -14.27086 |      15.01448 |       0.00019 |       0.00000 |     499.81479 |     499.87323 | 
    -12.40301 |      12.97034 |      13.04730 |       0.00016 |     -14.27313 |      15.01456 |       0.00019 |       0.00000 |     499.81479 |     499.87323 | 
    -12.40476 |      12.97041 |      13.04737 |       0.00010 |     -14.27514 |      15.01464 |       0.00011 |       0.00000 |     499.81479 |     499.87323 | 
    -12.40642 |      12.97043 |      13.04739 |       0.00004 |     -14.27705 |      15.01467 |       0.00004 |       0.00000 |     499.81479 |     499.87323 | 
    -12.40790 |      12.97039 |      13.04735 |       0.00005 |     -14.27876 |      15.01462 |       0.00005 |       0.00000 |     499.81479 |     499.87323 | 
    -12.40931 |      12.97033 |      13.04729 |       0.00014 |     -14.28038 |      15.01455 |       0.00016 |       0.00000 |     499.81479 |     499.87323 | 
    -12.41058 |      12.97028 |      13.04724 |       0.00018 |     -14.28184 |      15.01450 |       0.00021 |       0.00000 |     499.81479 |     499.87323 | 
    -12.41173 |      12.97029 |      13.04724 |       0.00017 |     -14.28317 |      15.01450 |       0.00019 |       0.00000 |     499.81479 |     499.87323 | 
    -12.41279 |      12.97031 |      13.04726 |       0.00015 |     -14.28439 |      15.01452 |       0.00017 |       0.00000 |     499.81479 |     499.87323 | 
    -12.41376 |      12.97035 |      13.04730 |       0.00010 |     -14.28550 |      15.01457 |       0.00012 |       0.00000 |     499.81479 |     499.87323 | 
    -12.41462 |      12.97036 |      13.04732 |       0.00010 |     -14.28649 |      15.01458 |       0.00012 |       0.00000 |     499.81479 |     499.87323 | 
    -12.41542 |      12.97033 |      13.04728 |       0.00016 |     -14.28741 |      15.01454 |       0.00019 |       0.00000 |     499.81479 |     499.87323 | 
    -12.41618 |      12.97035 |      13.04731 |       0.00014 |     -14.28828 |      15.01457 |       0.00016 |       0.00000 |     499.81479 |     499.87323 | 
    -12.41686 |      12.97043 |      13.04738 |       0.00014 |     -14.28907 |      15.01466 |       0.00016 |       0.00000 |     499.81479 |     499.87323 | 
    -12.41748 |      12.97050 |      13.04746 |       0.00018 |     -14.28978 |      15.01475 |       0.00021 |       0.00000 |     499.81479 |     499.80673 | 
    -12.41804 |      12.97053 |      13.04749 |       0.00017 |     -14.29043 |      15.01478 |       0.00020 |       0.00000 |     499.81479 |     499.80673 | 
    -12.41857 |      12.97047 |      13.04743 |       0.00013 |     -14.29103 |      15.01471 |       0.00015 |       0.00000 |     499.81479 |     499.80673 | 
    -12.41906 |      12.97038 |      13.04733 |       0.00016 |     -14.29159 |      15.01460 |       0.00018 |       0.00000 |     499.81479 |     499.80673 | 
    -12.41949 |      12.97031 |      13.04726 |       0.00018 |     -14.29210 |      15.01452 |       0.00021 |       0.00000 |     499.81479 |     499.80673 | 
    -12.41990 |      12.97027 |      13.04722 |       0.00020 |     -14.29257 |      15.01447 |       0.00023 |       0.00000 |     499.81479 |     499.80673 | 
    -12.42026 |      12.97027 |      13.04722 |       0.00020 |     -14.29298 |      15.01448 |       0.00023 |       0.00000 |     499.81479 |     499.80673 | 
    -12.42060 |      12.97034 |      13.04730 |       0.00017 |     -14.29337 |      15.01456 |       0.00020 |       0.00000 |     499.81479 |     499.80673 | 
    -12.42092 |      12.97040 |      13.04736 |       0.00019 |     -14.29373 |      15.01463 |       0.00021 |       0.00000 |     499.81479 |     499.80673 | 
    -12.42121 |      12.97040 |      13.04736 |       0.00019 |     -14.29407 |      15.01463 |       0.00022 |       0.00000 |     499.81479 |     499.80673 | 
    -12.42148 |      12.97040 |      13.04735 |       0.00015 |     -14.29439 |      15.01462 |       0.00018 |       0.00000 |     499.81479 |     499.80673 | 
    -12.42173 |      12.97039 |      13.04735 |       0.00010 |     -14.29467 |      15.01462 |       0.00012 |       0.00000 |     499.81479 |     499.80673 | 
    -12.42195 |      12.97037 |      13.04732 |       0.00017 |     -14.29493 |      15.01459 |       0.00020 |       0.00000 |     499.81479 |     499.80673 | 
    -12.42217 |      12.97031 |      13.04726 |       0.00019 |     -14.29517 |      15.01452 |       0.00021 |       0.00000 |     499.81479 |     499.80673 | 
    -12.42235 |      12.97029 |      13.04724 |       0.00017 |     -14.29539 |      15.01450 |       0.00020 |       0.00000 |     499.81479 |     499.80673 | 
    -12.42253 |      12.97034 |      13.04729 |       0.00017 |     -14.29559 |      15.01456 |       0.00020 |       0.00000 |     499.81479 |     499.80673 | 
    -12.42270 |      12.97042 |      13.04738 |       0.00030 |     -14.29578 |      15.01465 |       0.00035 |       0.00000 |     499.81479 |     499.80673 | 
    -12.42284 |      12.97054 |      13.04749 |       0.00033 |     -14.29595 |      15.01479 |       0.00037 |       0.00000 |     499.81479 |     499.80673 | 
    -12.42298 |      12.97065 |      13.04761 |       0.00034 |     -14.29611 |      15.01492 |       0.00039 |       0.00000 |     499.81479 |     499.80673 | 
    -12.42310 |      12.97066 |      13.04761 |       0.00028 |     -14.29625 |      15.01493 |       0.00032 |       0.00000 |     499.81479 |     499.80673 | 
    -12.42322 |      12.97058 |      13.04754 |       0.00018 |     -14.29638 |      15.01484 |       0.00020 |       0.00000 |     499.81479 |     499.80673 | 
    -12.42332 |      12.97046 |      13.04742 |       0.00011 |     -14.29650 |      15.01470 |       0.00012 |       0.00000 |     499.74826 |     499.80673 | 
    -12.42342 |      12.97038 |      13.04733 |       0.00017 |     -14.29662 |      15.01460 |       0.00019 |       0.00000 |     499.74826 |     499.80673 | 
    -12.42351 |      12.97032 |      13.04728 |       0.00028 |     -14.29672 |      15.01454 |       0.00032 |       0.00000 |     499.74826 |     499.80673 | 
    -12.42359 |      12.97028 |      13.04724 |       0.00029 |     -14.29682 |      15.01449 |       0.00033 |       0.00000 |     499.74826 |     499.80673 | 
    -12.42367 |      12.97030 |      13.04726 |       0.00022 |     -14.29691 |      15.01451 |       0.00026 |       0.00000 |     499.74826 |     499.80673 | 
    -12.42374 |      12.97034 |      13.04730 |       0.00012 |     -14.29698 |      15.01456 |       0.00013 |       0.00000 |     499.74826 |     499.80673 | 
    -12.42380 |      12.97038 |      13.04733 |       0.00014 |     -14.29706 |      15.01460 |       0.00017 |       0.00000 |     499.74826 |     499.80673 | 
    -12.42386 |      12.97042 |      13.04737 |       0.00019 |     -14.29712 |      15.01465 |       0.00022 |       0.00000 |     499.74826 |     499.80673 | 
    -12.42391 |      12.97045 |      13.04740 |       0.00015 |     -14.29718 |      15.01468 |       0.00017 |       0.00000 |     499.74826 |     499.80673 | 
    -12.42396 |      12.97050 |      13.04745 |       0.00012 |     -14.29724 |      15.01474 |       0.00014 |       0.00000 |     499.74826 |     499.80673 | 
    -12.42400 |      12.97055 |      13.04750 |       0.00015 |     -14.29729 |      15.01480 |       0.00017 |       0.00000 |     499.74826 |     499.80673 | 
    -12.42404 |      12.97056 |      13.04752 |       0.00014 |     -14.29733 |      15.01482 |       0.00016 |       0.00000 |     499.74826 |     499.80673 | 
    -12.42408 |      12.97050 |      13.04746 |       0.00009 |     -14.29737 |      15.01475 |       0.00010 |       0.00000 |     499.74826 |     499.80673 | 
    -12.42411 |      12.97041 |      13.04737 |       0.00008 |     -14.29741 |      15.01464 |       0.00009 |       0.00000 |     499.74826 |     499.80673 | 
    -12.42414 |      12.97036 |      13.04732 |       0.00008 |     -14.29744 |      15.01459 |       0.00009 |       0.00000 |     499.74826 |     499.80673 | 
    -12.42417 |      12.97037 |      13.04733 |       0.00011 |     -14.29747 |      15.01460 |       0.00012 |       0.00000 |     499.74826 |     499.80673 | 
    -12.42419 |      12.97036 |      13.04732 |       0.00011 |     -14.29750 |      15.01459 |       0.00012 |       0.00000 |     499.74826 |     499.80673 | 
    -12.42421 |      12.97036 |      13.04732 |       0.00010 |     -14.29753 |      15.01458 |       0.00011 |       0.00000 |     499.74826 |     499.80673 | 
    -12.42423 |      12.97036 |      13.04732 |       0.00015 |     -14.29755 |      15.01458 |       0.00017 |       0.00000 |     499.74826 |     499.80673 | 
    -12.42425 |      12.97032 |      13.04728 |       0.00021 |     -14.29757 |      15.01454 |       0.00025 |       0.00000 |     499.74826 |     499.80673 | 
    -12.42427 |      12.97029 |      13.04725 |       0.00022 |     -14.29759 |      15.01450 |       0.00025 |       0.00000 |     499.68164 |     499.80673 | 
    -12.42428 |      12.97033 |      13.04729 |       0.00011 |     -14.29761 |      15.01455 |       0.00013 |       0.00000 |     499.68164 |     499.80673 | 
    -12.42430 |      12.97047 |      13.04742 |       0.00021 |     -14.29763 |      15.01471 |       0.00024 |       0.00000 |     499.68164 |     499.80673 | 
    -12.42431 |      12.97060 |      13.04756 |       0.00033 |     -14.29764 |      15.01486 |       0.00038 |       0.00000 |     499.68164 |     499.80673 | 
    -12.42432 |      12.97063 |      13.04759 |       0.00033 |     -14.29766 |      15.01489 |       0.00038 |       0.00000 |     499.68164 |     499.80673 | 
    -12.42433 |      12.97058 |      13.04754 |       0.00022 |     -14.29767 |      15.01484 |       0.00025 |       0.00000 |     499.68164 |     499.80673 | 
    -12.42434 |      12.97050 |      13.04746 |       0.00011 |     -14.29768 |      15.01475 |       0.00012 |       0.00000 |     499.68164 |     499.80673 | 
    -12.42435 |      12.97041 |      13.04736 |       0.00016 |     -14.29769 |      15.01464 |       0.00018 |       0.00000 |     499.68164 |     499.80673 | 
    -12.42436 |      12.97034 |      13.04730 |       0.00016 |     -14.29770 |      15.01457 |       0.00019 |       0.00000 |     499.68164 |     499.80673 | 
    -12.42437 |      12.97038 |      13.04734 |       0.00011 |     -14.29771 |      15.01461 |       0.00013 |       0.00000 |     499.68164 |     499.80673 | 
    -12.42438 |      12.97044 |      13.04740 |       0.00004 |     -14.29772 |      15.01468 |       0.00005 |       0.00000 |     499.68164 |     499.80673 | 
    -12.42438 |      12.97043 |      13.04739 |       0.00008 |     -14.29772 |      15.01466 |       0.00010 |       0.00000 |     499.68164 |     499.80673 | 
    -12.42439 |      12.97038 |      13.04734 |       0.00011 |     -14.29773 |      15.01461 |       0.00013 |       0.00000 |     499.68164 |     499.80673 | 
    -12.42439 |      12.97042 |      13.04737 |       0.00005 |     -14.29774 |      15.01465 |       0.00006 |       0.00000 |     499.68164 |     499.80673 | 
